City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
173,chiang khong,20.2613,100.4046,93.27,52,80,2.98,TH,1690006703
174,broken hill,-31.95,141.4333,56.34,43,26,9.48,AU,1690006703
175,buluang,13.3068,123.3425,85.17,77,54,8.08,PH,1690006703
176,nesbyen,60.5681,9.1027,56.35,90,100,2.3,NO,1690006703
177,coihaique,-45.5752,-72.0662,30.54,98,100,4.16,CL,1690006704
178,torbay,47.6666,-52.7314,68.88,94,100,2.3,CA,1690006704
179,kaseda,31.4167,130.3167,80.46,85,100,4.76,JP,1690006636
180,manzhouli,49.6,117.4333,58.86,85,100,19.19,CN,1690006705
181,isabela,6.7085,121.9711,82.45,71,76,12.17,PH,1690006705
182,atar,20.5169,-13.0499,88.72,27,65,1.66,MR,1690006705
183,senekal,-28.3197,27.6208,45.82,79,66,9.31,ZA,1690006705
184,dunedin,-45.8742,170.5036,42.8,69,6,1.01,NZ,1690006706
185,asfi,32.2994,-9.2372,68.29,85,2,16.24,MA,1690006706
186,bocana de paiwas,12.7857,-85.1227,74.41,96,99,5.12,NI,1690006706
187,nishihara,26.1842,127.7558,88.88,70,75,12.66,JP,1690006706
188,beringovskiy,63.05,179.3167,54.12,86,100,4.97,RU,1690006707
189,san miguel,13.4833,-88.1833,73.44,97,44,2.89,SV,1690006707
190,carmelo,-33.9892,-58.2856,72.1,70,100,20.29,UY,1690006707
191,calapi,11.9435,125.0206,82.67,80,100,9.24,PH,1690006707
192,ostrovnoy,68.0531,39.5131,45.37,97,100,15.84,RU,1690006708
193,riyadh,24.6877,46.7219,102.34,7,96,9.01,SA,1690006708
194,urengoy,65.9667,78.3667,75.42,59,87,7.25,RU,1690006708
195,sao filipe,14.8961,-24.4956,78.15,79,38,8.16,CV,1690006708
196,san juan,-31.5375,-68.5364,62.94,13,68,4.54,AR,1690006514
197,san pedro,14.35,121.0167,90.32,76,40,16.11,PH,1690006554
198,hobyo,5.3505,48.5268,81.57,70,93,26.11,SO,1690006709
199,pemba,-12.974,40.5178,75.9,73,20,14.97,MZ,1690006709
200,ondjiva,-17.0667,15.7333,57.58,36,0,4.81,AO,1690006710
201,palmer,42.1584,-72.3287,66.61,85,20,0.0,US,1690006710
202,mareeba,-17.0,145.4333,80.44,42,16,9.55,AU,1690006710
203,haines junction,60.7522,-137.5108,57.15,94,100,2.3,CA,1690006711
204,fujinomiya,35.2167,138.6167,82.2,73,68,4.81,JP,1690006711
205,miri,4.4148,114.0089,87.94,70,40,9.22,MY,1690006711
206,victoria,22.2855,114.1577,91.45,71,100,11.01,HK,1690006711
207,rincon,32.296,-81.2354,78.85,83,75,14.97,US,1690006712
208,celestun,20.8667,-90.4,78.76,81,48,10.31,MX,1690006712
209,hof,50.3167,11.9167,59.74,88,15,8.05,DE,1690006712
210,valparaiso,-33.0393,-71.6273,59.0,70,100,14.97,CL,1690006712
211,marica,-22.9194,-42.8186,67.91,82,67,10.71,BR,1690006713
212,gat,31.61,34.7642,91.4,23,0,2.8,IL,1690006713
213,atbasar,51.8,68.3333,77.09,37,10,9.06,KZ,1690006713
214,honavar,14.2833,74.45,80.17,84,100,15.84,IN,1690006713
215,manzanillo,20.3433,-77.1167,76.57,95,44,7.45,CU,1690006713
216,bethanien,-26.502,17.1583,49.57,17,57,5.61,NA,1690006714
217,amalapuram,16.5833,82.0167,87.4,68,97,11.63,IN,1690006714
218,necochea,-38.5473,-58.7368,52.09,82,100,3.58,AR,1690006714
219,dakar,14.6937,-17.4441,80.73,78,40,0.0,SN,1690006490
220,coquimbo,-29.9533,-71.3436,53.33,100,0,4.61,CL,1690006715
221,peruibe,-24.32,-46.9983,63.75,90,61,2.82,BR,1690006671
222,nouakchott,18.0858,-15.9785,78.73,85,14,10.8,MR,1690006715
223,linxia,35.6003,103.2064,80.29,35,5,1.79,CN,1690006715
224,lodja,-3.4833,23.4333,79.81,48,35,1.28,CD,1690006715
225,honningsvag,70.9821,25.9704,47.95,81,75,14.97,NO,1690006716
226,russell,32.3502,-85.1999,75.0,100,40,3.44,US,1690006716
227,verkhnyaya inta,65.9811,60.3094,66.9,82,98,8.41,RU,1690006716
228,kaitangata,-46.2817,169.8464,43.12,77,4,10.27,NZ,1690006716
229,osmena,10.5208,119.9258,78.22,89,100,5.06,PH,1690006717
230,koundara,12.4833,-13.3,74.39,97,71,5.28,GN,1690006717
231,bathsheba,13.2167,-59.5167,81.21,83,40,10.36,BB,1690006717
232,pinar del rio,22.4175,-83.6981,77.34,90,50,2.64,CU,1690006717
233,isangel,-19.55,169.2667,69.76,60,53,7.2,VU,1690006717
234,senanga,-16.1167,23.2667,63.37,54,29,7.2,ZM,1690006718
235,pahrump,36.2083,-115.9839,93.94,17,4,1.99,US,1690006718
236,nakamura,32.9833,132.9333,85.14,69,33,6.78,JP,1690006718
237,lopsmarka,67.3134,14.4493,57.79,94,100,5.01,NO,1690006718
238,awjilah,29.1081,21.2869,87.66,33,0,4.38,LY,1690006718
239,vila franca do campo,37.7167,-25.4333,66.61,88,46,4.12,PT,1690006719
240,zhezkazgan,47.8043,67.7144,82.38,24,0,8.95,KZ,1690006719
241,tuktoyaktuk,69.4541,-133.0374,52.47,84,64,5.35,CA,1690006719
242,coihueco,-36.6167,-71.8333,47.14,100,100,9.22,CL,1690006719
243,mamit,23.9333,92.4833,86.83,66,75,4.61,IN,1690006720
244,waddan,29.1614,16.139,84.79,29,0,4.21,LY,1690006721
245,severnyy,50.677,36.5532,69.84,60,0,7.0,RU,1690006721
246,tiksi,71.6872,128.8694,53.65,62,44,15.77,RU,1690006699
247,dohar,23.5883,90.1469,91.38,60,90,13.62,BD,1690006523
248,harbour breton,47.4833,-55.7983,60.66,99,92,6.93,CA,1690006722
249,jalu,29.0331,21.5482,88.52,27,0,5.91,LY,1690006723
250,matara,5.9485,80.5353,85.06,71,76,15.82,LK,1690006723
251,severnoye,56.3491,78.3619,67.95,92,89,6.67,RU,1690006723
252,itoman,26.1247,127.6694,89.62,70,75,12.66,JP,1690006723
253,te anau,-45.4167,167.7167,31.51,95,13,0.89,NZ,1690006724
254,flinders,-34.5833,150.8552,63.18,58,6,5.99,AU,1690006724
255,navahrudak,53.6,25.8333,60.6,68,84,7.31,BY,1690006724
256,petropavlovsk-kamchatskiy,53.0452,158.6483,73.99,60,0,6.71,RU,1690006724
257,morros,-9.4467,-46.3003,65.75,61,0,6.04,BR,1690006725
258,gushikawa,26.3544,127.8686,88.83,79,91,5.95,JP,1690006725
259,leh,34.1667,77.5833,68.11,48,62,5.79,IN,1690006725
260,belaya gora,68.5333,146.4167,56.55,49,98,9.44,RU,1690006725
261,cherskiy,68.75,161.3,50.36,62,92,18.45,RU,1690006726
262,faya,18.3851,42.4509,81.12,13,70,11.54,SA,1690006726
263,acapulco,16.8634,-99.8901,85.82,84,100,3.44,MX,1690006500
264,paita,-5.0892,-81.1144,70.36,78,0,9.98,PE,1690006726
265,pacifica,37.6138,-122.4869,66.72,86,0,16.11,US,1690006727
266,ancud,-41.8697,-73.8203,46.0,89,94,5.01,CL,1690006727
267,jiayuguan,39.8167,98.3,89.01,9,0,9.91,CN,1690006727
268,bonavista,48.6499,-53.1147,59.2,99,23,9.57,CA,1690006728
269,ilulissat,69.2167,-51.1,39.22,100,40,0.0,GL,1690006728
270,port hardy,50.6996,-127.4199,57.38,100,40,3.44,CA,1690006728
271,bulungu,-4.55,18.6,76.82,45,12,0.92,CD,1690006728
272,doha,25.2867,51.5333,102.18,50,20,4.61,QA,1690006505
273,champerico,14.3,-91.9167,82.53,81,20,5.06,GT,1690006729
274,sisimiut,66.9395,-53.6735,44.26,92,99,2.46,GL,1690006729
275,dyersburg,36.0345,-89.3856,69.94,71,0,0.0,US,1690006729
276,limbang,4.75,115.0,89.06,65,100,3.89,MY,1690006729
277,gamba,-2.65,10.0,69.98,86,77,5.14,GA,1690006729
278,los llanos de aridane,28.6585,-17.9182,72.12,64,20,21.85,ES,1690006730
279,bulgan,48.8125,103.5347,58.55,78,100,2.55,MN,1690006730
280,laguna,38.421,-121.4238,88.32,45,0,4.61,US,1690006730
281,san cristobal,7.7669,-72.225,65.59,97,100,4.5,VE,1690006730
282,grayvoron,50.4767,35.6773,67.91,59,65,4.52,RU,1690006731
283,trairi,-3.2778,-39.2689,71.46,92,26,8.12,BR,1690006731
284,blarney,51.9333,-8.5667,60.19,100,100,9.22,IE,1690006731
285,marsh harbour,26.5412,-77.0636,84.78,79,67,13.2,BS,1690006731
286,sept-iles,50.2001,-66.3821,63.12,92,100,5.75,CA,1690006567
287,upernavik,72.7868,-56.1549,39.58,92,100,21.34,GL,1690006577
288,port lincoln,-34.7333,135.8667,55.65,70,88,18.7,AU,1690006732
289,marquette,46.5333,-87.6335,57.36,90,29,1.99,US,1690006732
290,grindavik,63.8424,-22.4338,52.27,76,75,5.75,IS,1690006732
291,yankton,42.8711,-97.3973,68.11,100,0,3.44,US,1690006733
292,ust-tarka,55.5672,75.705,61.57,96,100,9.24,RU,1690006733
293,nueve de julio,-35.4444,-60.8831,57.96,99,100,4.0,AR,1690006733
294,le port,-20.9373,55.2919,76.96,85,13,4.07,RE,1690006733
295,sfantu gheorghe,45.8667,25.7833,74.82,58,49,4.43,RO,1690006733
296,shubarkuduk,49.1447,56.4872,85.05,23,36,6.98,KZ,1690006734
297,miles city,46.4083,-105.8406,74.37,38,0,6.91,US,1690006448
298,mitu,1.1983,-70.1733,70.02,98,50,1.14,CO,1690006734
299,aksu,41.1231,80.2644,96.69,17,78,4.32,CN,1690006734
300,bontang,0.1333,117.5,84.92,72,62,10.92,ID,1690006734
301,oropesa,-13.5928,-71.7719,45.82,79,0,2.04,PE,1690006735
302,lompoc,34.6391,-120.4579,62.74,95,100,5.75,US,1690006203
303,cartagena,10.3997,-75.5144,82.02,89,0,3.44,CO,1690006735
304,maltahohe,-24.8333,16.9833,50.11,20,9,7.18,NA,1690006735
305,sabha,27.0377,14.4283,87.17,21,0,11.43,LY,1690006735
306,camocim,-2.9022,-40.8411,73.42,80,2,10.74,BR,1690006736
307,abu dhabi,24.4667,54.3667,105.91,35,79,6.91,AE,1690006736
308,bandiagara,14.3501,-3.6104,84.2,60,97,7.63,ML,1690006736
309,spornoye,50.8448,37.2913,67.46,62,76,6.87,RU,1690006736
310,rio gallegos,-51.6226,-69.2181,19.45,86,0,6.91,AR,1690006736
311,luba,3.4568,8.5547,77.77,88,100,14.27,GQ,1690006737
312,bend,44.0582,-121.3153,69.08,54,0,3.44,US,1690006737
313,saint george,37.1041,-113.5841,95.59,21,0,3.0,US,1690006568
314,orange,33.7,-117.7675,81.88,86,20,3.44,US,1690006608
315,shenzhen,22.5455,114.0683,91.35,99,100,8.08,CN,1690006737
316,mabaruma,8.2,-59.7833,73.9,97,79,3.02,GY,1690006738
317,sault sainte marie,46.5168,-84.3333,58.82,92,0,10.36,CA,1690006738
318,kloulklubed,7.0419,134.2556,86.5,79,100,12.86,PW,1690006738
319,aguas formosas,-17.0822,-40.9358,61.97,96,97,2.91,BR,1690006738
320,brae,60.3964,-1.353,53.51,83,55,4.09,GB,1690006739
321,oda,35.1833,132.5,88.57,75,8,5.03,JP,1690006739
322,olavarria,-36.8927,-60.3225,52.79,90,100,6.13,AR,1690006739
323,garowe,8.4054,48.4845,83.52,47,95,33.84,SO,1690006739
324,bacolod,10.6667,122.95,79.14,89,97,13.89,PH,1690006739
325,nemuro,43.3236,145.575,62.08,90,24,14.38,JP,1690006736
326,coruripe,-10.1256,-36.1756,72.27,78,4,9.1,BR,1690006740
327,aurangabad,19.8833,75.3333,71.85,97,100,21.99,IN,1690006740
328,satipo,-11.2522,-74.6386,68.94,78,50,2.57,PE,1690006740
329,adrar,20.5022,-10.0711,87.71,37,23,18.43,MR,1690006740
330,ichinohe,40.2069,141.3017,80.08,73,52,4.72,JP,1690006741
331,cockburn town,21.4612,-71.1419,81.61,76,93,14.54,TC,1690006741
332,vostok,46.4856,135.8833,83.07,53,93,6.8,RU,1690006741
333,mazara del vallo,37.6641,12.588,92.93,69,5,4.38,IT,1690006741
334,hithadhoo,-0.6,73.0833,82.6,74,98,5.88,MV,1690006741
335,koutiala,12.3917,-5.4642,76.91,79,81,11.54,ML,1690006742
336,jiupu,41.0667,122.95,73.49,93,100,12.66,CN,1690006742
337,buraydah,26.326,43.975,99.05,7,100,11.68,SA,1690006742
338,bitung,1.4451,125.1824,92.25,74,12,13.62,ID,1690006743
339,kamen-na-obi,53.7884,81.3423,78.75,50,100,11.18,RU,1690006743
340,jawhar,2.7809,45.5005,83.26,58,65,18.28,SO,1690006743
341,puerto del rosario,28.5004,-13.8627,73.15,73,40,21.85,ES,1690006653
342,kirakira,-10.4544,161.9205,80.62,85,98,2.95,SB,1690006744
343,terrace bay,48.7834,-87.1,52.11,90,50,2.68,CA,1690006744
344,poum,-20.2333,164.0167,70.12,61,67,17.56,NC,1690006745
345,mehamn,71.0357,27.8492,46.35,87,100,12.66,NO,1690006745
346,hassleholm,56.1591,13.7664,56.75,90,99,4.54,SE,1690006745
347,puerto escondido,15.85,-97.0667,80.08,75,99,4.88,MX,1690006746
348,lope de vega,12.2983,124.6238,87.21,67,96,8.14,PH,1690006746
349,nanakuli,21.3906,-158.1547,82.35,67,0,8.05,US,1690006746
350,santa maria,-29.6842,-53.8069,70.48,73,90,11.77,BR,1690006552
351,padang,-0.9492,100.3543,87.85,69,49,5.99,ID,1690006747
352,hostotipaquillo,21.0667,-104.0667,67.64,95,88,2.68,MX,1690006747
353,the valley,18.217,-63.0578,83.1,77,8,12.06,AI,1690006747
354,camana,-16.6228,-72.7111,61.18,87,76,6.6,PE,1690006748
355,matamoros,25.5333,-103.25,84.76,29,44,16.06,MX,1690006684
356,havre-saint-pierre,50.2334,-63.5986,62.96,100,100,9.22,CA,1690006748
357,muzhi,65.3667,64.6667,66.78,81,100,5.48,RU,1690006748
358,luvianos,18.9167,-100.4,63.61,88,97,5.06,MX,1690006748
359,kahului,20.8947,-156.47,77.85,83,40,18.41,US,1690006538
360,arlit,18.7369,7.3853,86.16,47,5,6.85,NE,1690006749
361,zlitan,32.4674,14.5687,86.14,42,0,10.56,LY,1690006749
362,birjand,32.8663,59.2211,90.07,11,0,11.5,IR,1690006749
363,nanortalik,60.1432,-45.2371,40.51,96,90,7.99,GL,1690006749
364,novobiryusinskiy,56.9578,97.7076,85.57,27,100,9.15,RU,1690006750
365,pisco,-13.7,-76.2167,66.25,77,100,5.75,PE,1690006470
366,sorong,-0.8833,131.25,81.84,82,42,13.27,ID,1690006750
367,klaksvik,62.2266,-6.589,52.72,93,88,10.36,FO,1690006750
368,orebro,59.2741,15.2066,60.93,82,53,6.91,SE,1690006750
369,villacidro,39.4578,8.7406,78.48,68,58,5.12,IT,1690006751
370,kanniyakumari,8.0833,77.5667,84.25,69,98,23.35,IN,1690006751
371,ust-kulom,61.6864,53.6902,60.76,87,99,6.78,RU,1690006751
372,price,39.5994,-110.8107,77.11,26,0,4.61,US,1690006751
373,svetlogorsk,52.6333,29.7333,65.26,61,100,7.81,BY,1690006752
374,olafsvik,64.8945,-23.7142,52.32,81,98,1.97,IS,1690006752
